,area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_cleaned,price_per_sqft
11120,Built-up  Area,18-Dec,Huskur,3 BHK,not provided,1400,2.0,1.0,40.43,3,1400.0,2887.8571428571427
11121,Super built-up  Area,Ready To Move,Agrahara Dasarahalli,1 BHK,not provided,1200,1.0,0.0,65.0,1,1200.0,5416.666666666667
11122,Plot  Area,Ready To Move,Ittamadu,3 Bedroom,not provided,1800,3.0,0.0,95.0,3,1800.0,5277.777777777777
11123,Built-up  Area,Ready To Move,Avalahalli,3 BHK,Sohea A,2045,3.0,2.0,108.0,3,2045.0,5281.173594132029
11124,Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,Skacak ,1268,2.0,1.0,56.0,2,1268.0,4416.403785488959
11125,Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,39.0,2,883.0,4416.761041902605
11126,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1600,3.0,3.0,100.0,3,1600.0,6250.0
11127,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1056,2.0,2.0,70.0,2,1056.0,6628.787878787879
11128,Plot  Area,Ready To Move,Jigani,10 Bedroom,not provided,1200,11.0,3.0,105.0,10,1200.0,8750.0
11130,Super built-up  Area,Ready To Move,KR Puram,2 BHK,Gasom B,1204,2.0,2.0,58.0,2,1204.0,4817.275747508305
11131,Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,Dhndsh ,1410,2.0,1.0,54.0,3,1410.0,3829.7872340425533
11132,Built-up  Area,Ready To Move,Hennur Road,2 BHK,Elley B,1460,2.0,1.0,80.3,2,1460.0,5500.0
11133,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,not provided,1100,2.0,1.0,41.18,2,1100.0,3743.6363636363635
11134,Super built-up  Area,Ready To Move,Govindapura,2 BHK,AbarkVa,1310,2.0,1.0,88.0,2,1310.0,6717.557251908397
11135,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,Putus L,1600,3.0,2.0,90.0,3,1600.0,5625.0
11136,Super built-up  Area,Ready To Move,Lottegolla Halli,2 BHK,not provided,1250,2.0,2.0,55.0,2,1250.0,4400.0
11137,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SJityaz,1665,3.0,2.0,74.93,3,1665.0,4500.3003003003005
11138,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1345,2.0,1.0,57.0,3,1345.0,4237.918215613383
11140,Super built-up  Area,Ready To Move,Singasandra,2 BHK,SRensar,1416,2.0,2.0,67.0,2,1416.0,4731.6384180790965
11141,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1145,2.0,2.0,46.0,2,1145.0,4017.467248908297
11143,Built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1231,3.0,2.0,58.0,3,1231.0,4711.6165718927705
11144,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Neite T,1664,3.0,0.0,73.95,3,1664.0,4444.110576923077
11145,Built-up  Area,Ready To Move,TC Palaya,3 Bedroom,not provided,2000,3.0,1.0,76.0,3,2000.0,3800.0
11146,Built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,Ahntyve,972,2.0,2.0,43.0,2,972.0,4423.868312757201
11148,Super built-up  Area,Ready To Move,Bellandur,2 BHK,not provided,1185,2.0,1.0,47.39,2,1185.0,3999.15611814346
11149,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,not provided,1750,3.0,2.0,81.0,3,1750.0,4628.571428571428
11151,Super built-up  Area,18-Dec,Balagere,2 BHK,Soresea,1007,2.0,1.0,68.0,2,1007.0,6752.730883813307
11152,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,not provided,1700,3.0,2.0,200.0,3,1700.0,11764.70588235294
11153,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1250,2.0,2.0,85.0,2,1250.0,6800.0
11154,Super built-up  Area,Ready To Move,Telecom Layout,2 BHK,not provided,1200,2.0,1.0,54.0,2,1200.0,4500.0
11155,Super built-up  Area,18-Aug,Horamavu Agara,2 BHK,S2ionrn,994,2.0,1.0,42.28,2,994.0,4253.521126760564
11156,Super built-up  Area,18-Apr,Ramamurthy Nagar,2 BHK,not provided,1150,2.0,2.0,40.0,2,1150.0,3478.2608695652175
11157,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1220,2.0,2.0,46.0,2,1220.0,3770.4918032786886
11158,Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,PlhtsHe,1441,2.0,1.0,115.0,2,1441.0,7980.569049271339
11159,Super built-up  Area,19-Mar,Old Madras Road,2 BHK,Saesttt,1157,2.0,2.0,47.32,2,1157.0,4089.887640449438
11160,Super built-up  Area,Ready To Move,RPC layout,6 BHK,not provided,1300,6.0,3.0,150.0,6,1300.0,11538.461538461539
11161,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1400,2.0,2.0,105.0,2,1400.0,7500.0
11162,Built-up  Area,Ready To Move,Tindlu,3 BHK,not provided,1370.07,3.0,1.0,65.0,3,1370.07,4744.283138817725
11163,Plot  Area,Ready To Move,Magadi Road,5 Bedroom,not provided,1200,4.0,1.0,130.0,5,1200.0,10833.333333333334
11164,Super built-up  Area,20-Dec,Judicial Layout,2 BHK,not provided,900,2.0,1.0,40.0,2,900.0,4444.444444444444
11165,Super built-up  Area,Ready To Move,Kodipalya,1 BHK,not provided,418,1.0,1.0,17.0,1,418.0,4066.9856459330144
11166,Plot  Area,Ready To Move,Vishwapriya Nagar,3 Bedroom,not provided,1200,3.0,1.0,80.0,3,1200.0,6666.666666666667
11167,Built-up  Area,Ready To Move,ISRO Layout,2 BHK,not provided,1200,2.0,3.0,43.0,2,1200.0,3583.3333333333335
11168,Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,not provided,1062,2.0,1.0,42.48,2,1062.0,4000.0
11169,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,not provided,1120,2.0,1.0,51.0,2,1120.0,4553.571428571428
11170,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,not provided,1012,2.0,1.0,44.0,2,1012.0,4347.826086956522
11171,Plot  Area,Ready To Move,Postal Colony,3 Bedroom,not provided,1500,2.0,1.0,200.0,3,1500.0,13333.333333333334
11172,Built-up  Area,Ready To Move,ISRO Layout,4 Bedroom,not provided,950,4.0,2.0,180.0,4,950.0,18947.36842105263
11173,Super built-up  Area,Ready To Move,Kadabagere,2 BHK,Jahipa ,675,2.0,2.0,13.5,2,675.0,2000.0
11174,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Atarebe,1430,2.0,2.0,78.0,2,1430.0,5454.545454545455
11175,Super built-up  Area,Ready To Move,Channasandra,3 BHK,not provided,1195,2.0,1.0,56.0,3,1195.0,4686.192468619247
11177,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,42.0,3,1075.0,3906.9767441860463
11178,Super built-up  Area,18-Sep,Hennur Road,3 BHK,Shxorm ,1550 - 1590,3.0,0.0,75.99,3,1570.0,4840.127388535031
11179,Plot  Area,Ready To Move,Kammanahalli,6 Bedroom,not provided,782,4.0,2.0,85.0,6,782.0,10869.565217391304
11180,Built-up  Area,18-Feb,Sonnenahalli,2 BHK,Skacak ,1011,2.0,1.0,59.0,2,1011.0,5835.806132542038
11181,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,1450,2.0,1.0,102.0,3,1450.0,7034.482758620689
11182,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1129,2.0,1.0,69.0,2,1129.0,6111.603188662533
11183,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,Soe 2as,1126,2.0,1.0,36.0,2,1126.0,3197.158081705151
11184,Plot  Area,18-Dec,Attibele,3 Bedroom,AkArkti,1200,3.0,2.0,110.0,3,1200.0,9166.666666666666
11185,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1180,2.0,2.0,45.0,3,1180.0,3813.5593220338983
11186,Plot  Area,Ready To Move,1st Block HRBR Layout,3 Bedroom,not provided,600,4.0,2.0,125.0,3,600.0,20833.333333333332
11187,Plot  Area,18-Apr,Bannerghatta,4 Bedroom,not provided,940,4.0,2.0,45.0,4,940.0,4787.234042553191
11188,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Samittv,1933,3.0,2.0,140.0,3,1933.0,7242.628039317124
11189,Built-up  Area,Ready To Move,TC Palaya,2 BHK,not provided,1082,2.0,2.0,64.0,2,1082.0,5914.972273567468
11191,Super built-up  Area,19-Dec,Anwar Layout,1 BHK,UKicte ,610,1.0,0.0,28.0,1,610.0,4590.163934426229
11192,Plot  Area,Ready To Move,Raja Rajeshwari Nagar,4 Bedroom,not provided,1560,4.0,1.0,160.0,4,1560.0,10256.410256410256
11193,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1300,3.0,3.0,77.99,3,1300.0,5999.230769230769
11195,Built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,not provided,1125,2.0,1.0,46.0,2,1125.0,4088.8888888888887
11196,Plot  Area,Ready To Move,Bileshivale,6 Bedroom,not provided,2400,7.0,2.0,107.0,6,2400.0,4458.333333333333
11197,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,not provided,777.4,2.0,0.0,25.0,2,777.4,3215.8476974530486
11198,Super built-up  Area,Ready To Move,Battarahalli,4 BHK,not provided,2500,3.0,1.0,65.0,4,2500.0,2600.0
11199,Super built-up  Area,Ready To Move,Old Airport Road,3 BHK,Roa 2ha,1798,3.0,2.0,150.0,3,1798.0,8342.602892102335
11200,Built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,AlEcone,1864,3.0,2.0,120.0,3,1864.0,6437.768240343347
11201,Super built-up  Area,Ready To Move,Whitefield,2 BHK,not provided,1115,2.0,1.0,51.91,2,1115.0,4655.605381165919
11202,Super built-up  Area,Ready To Move,Kengeri,1 BHK,not provided,400,1.0,1.0,25.0,1,400.0,6250.0
11203,Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,not provided,1200,2.0,1.0,70.0,2,1200.0,5833.333333333333
11204,Super built-up  Area,18-May,Ananth Nagar,2 BHK,not provided,992,2.0,2.0,24.8,2,992.0,2500.0
11205,Built-up  Area,Ready To Move,Jakkasandra Extension,2 BHK,not provided,950,2.0,3.0,57.0,2,950.0,6000.0
11206,Plot  Area,Ready To Move,R.T. Nagar,4 Bedroom,not provided,1500,4.0,3.0,185.0,4,1500.0,12333.333333333334
11207,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Krine O,1200,2.0,1.0,62.0,2,1200.0,5166.666666666667
11208,Built-up  Area,Ready To Move,GM Palaya,3 BHK,Srg Bnc,1735,3.0,2.0,70.0,3,1735.0,4034.5821325648417
11209,Built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,SNe 2ev,1750,3.0,3.0,172.0,3,1750.0,9828.57142857143
11210,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,Ammesss,1009,2.0,2.0,56.0,2,1009.0,5550.049554013875
11211,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,BrardCo,1470,2.0,3.0,102.0,3,1470.0,6938.775510204082
11212,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,not provided,1527,3.0,2.0,115.0,3,1527.0,7531.106745252128
11213,Built-up  Area,Ready To Move,Singapura Village,2 BHK,Juoryma,985,2.0,1.0,45.0,2,985.0,4568.527918781726
11215,Super built-up  Area,18-Jun,Whitefield,2 BHK,Asarqz ,1277,2.0,1.0,77.0,2,1277.0,6029.757243539546
11216,Super built-up  Area,18-May,Nallurhalli,2 BHK,CMoneoo,1100,2.0,1.0,62.0,2,1100.0,5636.363636363636
11217,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Brony H,1820,3.0,2.0,140.0,3,1820.0,7692.307692307692
11218,Super built-up  Area,Ready To Move,Puttanahalli,4 BHK,not provided,1530,3.0,3.0,87.0,4,1530.0,5686.274509803921
11219,Super built-up  Area,Ready To Move,Banashankari,3 BHK,PrdgeSo,1886,3.0,2.0,205.0,3,1886.0,10869.565217391304
11220,Plot  Area,Ready To Move,Chandra Layout,3 Bedroom,not provided,1200,2.0,0.0,190.0,3,1200.0,15833.333333333334
11221,Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1880,4.0,2.0,110.0,3,1880.0,5851.063829787234
11222,Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,2.0,52.35,2,1255.0,4171.314741035857
11223,Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,36.0,2,700.0,5142.857142857143
11224,Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,not provided,1140,2.0,2.0,46.0,2,1140.0,4035.0877192982457
11225,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1025,2.0,1.0,29.6,2,1025.0,2887.8048780487807
11227,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,not provided,1490,2.0,2.0,59.6,3,1490.0,4000.0
11228,Plot  Area,Ready To Move,Akshaya Vana,4 Bedroom,not provided,1200,4.0,2.0,165.0,4,1200.0,13750.0
11229,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1850,3.0,2.0,140.0,3,1850.0,7567.5675675675675
11230,Super built-up  Area,Ready To Move,Kaikondrahalli,2 BHK,not provided,1250,2.0,1.0,78.0,2,1250.0,6240.0
11231,Super built-up  Area,Ready To Move,Kamakya Layout,4 BHK,not provided,2400,3.0,1.0,108.0,4,2400.0,4500.0
11233,Super built-up  Area,18-Dec,Jalahalli,2 BHK,Vaniai ,1244,2.0,2.0,88.0,2,1244.0,7073.954983922829
11234,Plot  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,not provided,623,4.0,1.0,75.0,4,623.0,12038.52327447833
11235,Super built-up  Area,18-Dec,Kengeri Satellite Town,2 BHK,DSestSt,1025,2.0,1.0,28.57,2,1025.0,2787.317073170732
11236,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,DSlesSp,1034,2.0,1.0,38.0,2,1034.0,3675.0483558994197
11237,Super built-up  Area,18-Jan,Kengeri Satellite Town,3 BHK,DSestSt,1191,2.0,2.0,33.34,3,1191.0,2799.3282955499585
11238,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Maowsve,1719,3.0,2.0,71.0,3,1719.0,4130.308318789994
11239,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,not provided,1035,2.0,1.0,39.33,2,1035.0,3800.0
11241,Super built-up  Area,18-Dec,Hosa Road,3 BHK,SJerse ,1470,2.0,2.0,84.22,3,1470.0,5729.251700680272
11242,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,not provided,1140,2.0,1.0,50.66,2,1140.0,4443.859649122807
11243,Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1752.12,3.0,2.0,125.0,3,1752.12,7134.214551514737
11244,Plot  Area,Ready To Move,BTM 1st Stage,6 Bedroom,not provided,600,6.0,2.0,80.0,6,600.0,13333.333333333334
11245,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,not provided,600,3.0,1.0,84.0,4,600.0,14000.0
11247,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1660,3.0,2.0,85.0,3,1660.0,5120.481927710844
11248,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Pao 3ow,1275,3.0,3.0,63.43,3,1275.0,4974.901960784314
11249,Super built-up  Area,18-Jun,Bommasandra Industrial Area,3 BHK,not provided,1365,3.0,1.0,52.81,3,1365.0,3868.864468864469
11250,Plot  Area,Ready To Move,"MEI layout, Bagalgunte",3 Bedroom,not provided,1200,2.0,0.0,90.0,3,1200.0,7500.0
11252,Super built-up  Area,20-Oct,Banashankari Stage VI,3 BHK,Brens7 ,1392,3.0,1.0,69.46,3,1392.0,4989.942528735632
11253,Super built-up  Area,18-Mar,Whitefield,2 BHK,Asarqz ,1245,2.0,1.0,59.76,2,1245.0,4800.0
11254,Built-up  Area,Ready To Move,Rayasandra,5 Bedroom,not provided,1200,3.0,1.0,65.0,5,1200.0,5416.666666666667
11255,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1162,2.0,2.0,64.08,2,1162.0,5514.629948364888
11256,Super built-up  Area,Ready To Move,Singasandra,3 BHK,EAvarum,1476,2.0,1.0,73.0,3,1476.0,4945.79945799458
11257,Built-up  Area,Ready To Move,KR Puram,1 BHK,not provided,700,1.0,1.0,21.5,1,700.0,3071.4285714285716
11259,Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,943,2.0,2.0,48.0,2,943.0,5090.1378579003185
11260,Plot  Area,Ready To Move,Pai Layout,2 Bedroom,not provided,1150,2.0,1.0,170.0,2,1150.0,14782.608695652174
11261,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,VHinoel,1113,2.0,1.0,44.5,2,1113.0,3998.2030548068283
11262,Super built-up  Area,20-Dec,Varthur,3 BHK,Myple M,1615,3.0,2.0,69.43,3,1615.0,4299.071207430341
11263,Super built-up  Area,Ready To Move,Keshava Nagar,2 BHK,ETens G,1279,2.0,3.0,100.0,2,1279.0,7818.608287724785
11264,Super built-up  Area,Ready To Move,Kacharakanahalli,2 BHK,not provided,1256,2.0,1.0,60.0,2,1256.0,4777.070063694267
11266,Built-up  Area,Ready To Move,Sompura,3 BHK,Suiseit,1350,3.0,1.0,65.0,3,1350.0,4814.814814814815
11267,Super built-up  Area,18-May,SRINIVASAPURA,3 BHK,not provided,1525,3.0,2.0,68.63,3,1525.0,4500.327868852459
11268,Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,ProdsWe,1357,2.0,1.0,123.0,2,1357.0,9064.112011790714
11269,Super built-up  Area,19-Mar,Hebbal,3 BHK,Raard B,1645,3.0,2.0,117.0,3,1645.0,7112.462006079028
11270,Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1777.26,3.0,2.0,92.0,3,1777.26,5176.507657855351
11271,Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,2.0,32.0,2,845.0,3786.98224852071
11272,Built-up  Area,Ready To Move,Sidedahalli,2 BHK,not provided,900,2.0,0.0,25.0,2,900.0,2777.777777777778
11273,Super built-up  Area,18-Sep,Varthur,2 BHK,Soamsay,1210,2.0,1.0,64.15,2,1210.0,5301.652892561984
11274,Super built-up  Area,19-Aug,Electronic City Phase II,2 BHK,not provided,829,2.0,1.0,22.8,2,829.0,2750.301568154403
11275,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1879,3.0,2.0,155.0,3,1879.0,8249.068653539116
11276,Super built-up  Area,17-Jun,Hosur Road,3 BHK,Collsrn,1250,2.0,2.0,50.0,3,1250.0,4000.0
11277,Built-up  Area,Ready To Move,Jeevanhalli,4 Bedroom,not provided,1200,2.0,2.0,35.0,4,1200.0,2916.6666666666665
11278,Super built-up  Area,19-Mar,Marathahalli,3 BHK,Unezes ,1108,2.0,1.0,60.0,3,1108.0,5415.162454873646
11279,Super built-up  Area,18-Aug,Kanakpura Road,3 BHK,not provided,1401,3.0,2.0,69.0,3,1401.0,4925.0535331905785
11280,Super built-up  Area,19-Oct,Sarjapur  Road,3 BHK,AsastDe,1157,2.0,1.0,75.0,3,1157.0,6482.281763180639
11281,Built-up  Area,Ready To Move,Ramamurthy Nagar Extension,2 BHK,SaaceSa,1185,2.0,1.0,42.66,2,1185.0,3600.0
11282,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1751,3.0,2.0,115.0,3,1751.0,6567.6756139348945
11284,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1880,3.0,2.0,96.5,3,1880.0,5132.978723404255
11285,Super built-up  Area,20-Dec,Whitefield,3 BHK,Somns T,1235 - 1410,3.0,0.0,40.985,3,1322.5,3099.054820415879
11286,Super built-up  Area,Ready To Move,Channasandra,2 BHK,not provided,1175,2.0,2.0,38.0,2,1175.0,3234.0425531914893
11287,Built-up  Area,Ready To Move,Jalahalli,2 BHK,Prensin,1407,2.0,1.0,98.49,2,1407.0,7000.0
11288,Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,Shentnd,1000,2.0,2.0,50.0,2,1000.0,5000.0
11289,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Briumri,1518,3.0,3.0,75.0,3,1518.0,4940.711462450593
11291,Super built-up  Area,18-May,Tumkur Road,2 BHK,Sahtsva,1027,2.0,1.0,67.0,2,1027.0,6523.855890944498
11293,Built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1145,2.0,2.0,46.0,2,1145.0,4017.467248908297
11294,Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,ProdsWe,1260,2.0,2.0,113.0,2,1260.0,8968.253968253968
11295,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,3.0,47.25,3,1500.0,3150.0
11296,Super built-up  Area,Ready To Move,Varthur,3 BHK,DSingSt,1737,2.0,1.0,57.32,3,1737.0,3299.9424294761084
11298,Plot  Area,Ready To Move,Byrathi Village,3 Bedroom,not provided,1600,4.0,1.0,120.0,3,1600.0,7500.0
11299,Built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Sonosty,1500,3.0,2.0,135.0,3,1500.0,9000.0
11300,Plot  Area,Ready To Move,Sabari Nagar,2 Bedroom,not provided,1120,2.0,0.0,60.0,2,1120.0,5357.142857142857
11302,Super built-up  Area,18-Dec,Hennur Road,2 BHK,Inaxyga,1030,2.0,1.0,46.5,2,1030.0,4514.563106796117
11303,Built-up  Area,Ready To Move,Gubbalala,6 Bedroom,not provided,2500,6.0,1.0,88.0,6,2500.0,3520.0
11304,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,Sulya A,1057,2.0,1.0,35.0,2,1057.0,3311.2582781456954
11306,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1460,2.0,2.0,38.5,2,1460.0,2636.986301369863
11307,Super built-up  Area,Ready To Move,Hormavu,2 BHK,ARureig,1075,2.0,1.0,53.7,2,1075.0,4995.3488372093025
11308,Super built-up  Area,Ready To Move,Mysore Road,3 BHK,not provided,1080,2.0,1.0,60.0,3,1080.0,5555.555555555556
11311,Super built-up  Area,Ready To Move,Singasandra,2 BHK,SLowse ,1139.7,2.0,1.0,45.0,2,1139.7,3948.407475651487
11312,Super built-up  Area,18-Jun,Whitefield,2 BHK,ARipsul,1074,2.0,1.0,42.8,2,1074.0,3985.102420856611
11313,Plot  Area,18-Jul,Whitefield,2 Bedroom,not provided,1200,2.0,1.0,46.13,2,1200.0,3844.1666666666665
11314,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Puallhi,2425,5.0,1.0,175.0,4,2425.0,7216.494845360825
11315,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Maantr ,1323,2.0,2.0,74.0,2,1323.0,5593.348450491308
11316,Super built-up  Area,18-Aug,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,69.61,2,1232.0,5650.162337662337
11317,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Prmesi ,900,2.0,1.0,40.0,2,900.0,4444.444444444444
11318,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1 BHK,Soe 2as,740,1.0,1.0,23.65,1,740.0,3195.945945945946
11319,Super built-up  Area,18-Dec,Hebbal,3 BHK,Mahosya,1920,3.0,2.0,134.0,3,1920.0,6979.166666666667
11321,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1550,3.0,2.0,96.0,3,1550.0,6193.548387096775
11322,Super built-up  Area,Ready To Move,Gunjur,3 BHK,MyhtsHe,1588,2.0,3.0,90.0,3,1588.0,5667.506297229219
11325,Built-up  Area,Ready To Move,"Thanisandra Main Road, ",2 BHK,not provided,1308,2.0,1.0,86.0,2,1308.0,6574.923547400612
11326,Super built-up  Area,Ready To Move,Hennur,3 BHK,MDncyhi,1340,2.0,2.0,54.27,3,1340.0,4050.0
11329,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1719,3.0,2.0,135.0,3,1719.0,7853.4031413612565
11330,Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1107.83,2.0,1.0,41.51,2,1107.83,3746.964787016059
11331,Plot  Area,18-Jul,Whitefield,2 Bedroom,not provided,1200,2.0,1.0,45.84,2,1200.0,3820.0
11332,Built-up  Area,18-Dec,Electronic City,1 BHK,not provided,1090,2.0,1.0,31.48,1,1090.0,2888.0733944954127
11333,Plot  Area,Ready To Move,Sarvabhouma Nagar,5 Bedroom,not provided,1500,5.0,2.0,210.0,5,1500.0,14000.0
11334,Super built-up  Area,18-Dec,Jakkur,3 BHK,BrdgeNo,1660,3.0,2.0,104.0,3,1660.0,6265.060240963855
11335,Super built-up  Area,Ready To Move,Nagavara,2 BHK,K dotna,1247,2.0,1.0,58.56,2,1247.0,4696.0705693664795
11336,Super built-up  Area,18-May,Thanisandra,3 BHK,Bhmesy ,1595,3.0,2.0,96.0,3,1595.0,6018.808777429467
11337,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,JaaldEm,1175,2.0,2.0,50.0,2,1175.0,4255.31914893617
11338,Plot  Area,Ready To Move,9th Phase JP Nagar,8 Bedroom,not provided,1200,8.0,2.0,135.0,8,1200.0,11250.0
11339,Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,VSletes,1184,2.0,1.0,78.0,2,1184.0,6587.8378378378375
11340,Super built-up  Area,Ready To Move,Byrasandra,2 BHK,Srhan P,1100,2.0,2.0,55.0,2,1100.0,5000.0
11341,Plot  Area,18-Apr,Kaval Byrasandra,2 Bedroom,not provided,935,2.0,0.0,78.0,2,935.0,8342.245989304813
11342,Built-up  Area,Ready To Move,Yelahanka,2 BHK,Niareum,1200,2.0,2.0,60.0,2,1200.0,5000.0
11344,Super built-up  Area,Ready To Move,Neelamangala,2 BHK,not provided,1000,2.0,1.0,45.0,2,1000.0,4500.0
11345,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,KBnnupu,1000,2.0,0.0,52.0,2,1000.0,5200.0
11346,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Prensya,1705,3.0,2.0,85.0,3,1705.0,4985.337243401759
